contribution_id,policy_id,contribution_date,gross_amount,wakalah_fee_shareholders_fund,prf_amount,pif_amount,payment_method
CTB00001906,POL0002526,2024-01-29,1224.89,318.47,906.42,0.0,Auto-Debit
CTB00001907,POL0001028,2022-09-12,1652.63,561.89,436.3,654.44,Salary Deduction
CTB00001908,POL0003457,2026-01-16,432.17,99.4,86.52,246.25,Salary Deduction
CTB00001909,POL0003063,2025-04-07,1759.01,580.47,353.56,824.98,Salary Deduction
CTB00001910,POL0001091,2026-04-22,1257.09,351.99,905.1,0.0,Salary Deduction
CTB00001911,POL0002165,2026-07-20,1594.65,494.34,297.08,803.23,Auto-Debit
CTB00001912,POL0001253,2026-04-25,543.53,157.62,111.91,274.0,Online Banking
CTB00001913,POL0003856,2022-11-10,1718.89,343.78,412.53,962.58,Salary Deduction
CTB00001914,POL0003415,2026-05-23,422.51,92.95,329.56,0.0,Credit Card
CTB00001915,POL0001869,2026-07-10,1615.52,258.48,1357.04,0.0,Auto-Debit
CTB00001916,POL0001547,2025-09-23,212.87,42.57,170.3,0.0,Online Banking
CTB00001917,POL0001927,2022-06-10,1748.8,437.2,419.71,891.89,Auto-Debit
CTB00001918,POL0003083,2024-04-23,624.58,168.64,455.94,0.0,Credit Card
CTB00001919,POL0004289,2026-07-22,548.64,170.08,128.71,249.85,Online Banking
CTB00001920,POL0002771,2023-06-15,302.4,54.43,247.97,0.0,Credit Card
CTB00001921,POL0003940,2024-10-12,379.05,94.76,130.77,153.52,Online Banking
CTB00001922,POL0001472,2025-10-30,1234.75,296.34,938.41,0.0,Auto-Debit
CTB00001923,POL0003089,2023-04-16,230.21,62.16,168.05,0.0,Auto-Debit
CTB00001924,POL0004296,2022-10-08,187.15,48.66,138.49,0.0,Credit Card
CTB00001925,POL0002227,2025-12-19,1147.84,183.65,964.19,0.0,Salary Deduction
CTB00001926,POL0000019,2024-12-31,1464.98,395.54,1069.44,0.0,Salary Deduction
CTB00001927,POL0000436,2026-07-16,1041.89,302.15,266.31,473.43,Credit Card
CTB00001928,POL0004725,2021-09-18,637.29,140.2,497.09,0.0,Auto-Debit
CTB00001929,POL0003288,2026-05-26,1348.42,444.98,903.44,0.0,Salary Deduction
CTB00001930,POL0001482,2024-09-14,1744.21,575.59,280.47,888.15,Salary Deduction
CTB00001931,POL0002879,2022-12-15,1788.55,304.05,1484.5,0.0,Credit Card
CTB00001932,POL0004584,2026-05-02,1345.17,322.84,500.94,521.39,Salary Deduction
CTB00001933,POL0004563,2026-05-23,582.71,87.41,495.3,0.0,Online Banking
CTB00001934,POL0000497,2024-11-10,1010.37,181.87,828.5,0.0,Auto-Debit
CTB00001935,POL0000812,2025-05-23,1151.63,218.81,233.21,699.61,Auto-Debit
CTB00001936,POL0002615,2026-04-27,1483.29,430.15,410.72,642.42,Credit Card
CTB00001937,POL0002526,2022-12-21,1224.89,416.46,808.43,0.0,Online Banking
CTB00001938,POL0002130,2025-09-03,1259.63,289.71,969.92,0.0,Credit Card
CTB00001939,POL0000078,2026-07-30,974.27,311.77,192.12,470.38,Credit Card
CTB00001940,POL0002000,2024-10-25,620.89,161.43,211.35,248.11,Auto-Debit
CTB00001941,POL0000958,2026-03-02,1287.5,334.75,400.15,552.6,Online Banking
CTB00001942,POL0003436,2024-07-01,548.91,181.14,367.77,0.0,Salary Deduction
CTB00001943,POL0001902,2025-08-13,802.33,128.37,330.24,343.72,Auto-Debit
CTB00001944,POL0001655,2024-09-10,815.35,130.46,684.89,0.0,Salary Deduction
CTB00001945,POL0001525,2025-06-17,1788.91,465.12,1323.79,0.0,Online Banking
CTB00001946,POL0001534,2025-07-11,213.9,74.86,31.98,107.06,Online Banking
CTB00001947,POL0001858,2024-12-31,860.45,266.74,593.71,0.0,Salary Deduction
CTB00001948,POL0003984,2025-03-27,677.08,155.73,521.35,0.0,Online Banking
CTB00001949,POL0004898,2026-04-23,581.69,133.79,447.9,0.0,Auto-Debit
CTB00001950,POL0003833,2025-12-12,360.01,79.2,280.81,0.0,Auto-Debit
CTB00001951,POL0002353,2026-06-19,1938.7,601.0,1337.7,0.0,Online Banking
CTB00001952,POL0001799,2026-05-15,1262.69,391.43,409.49,461.77,Auto-Debit
CTB00001953,POL0002582,2023-07-26,979.5,156.72,822.78,0.0,Online Banking
CTB00001954,POL0001377,2024-05-29,601.87,198.62,403.25,0.0,Salary Deduction
CTB00001955,POL0002512,2024-03-03,1575.23,535.58,1039.65,0.0,Salary Deduction
CTB00001956,POL0004651,2025-09-25,1277.21,434.25,842.96,0.0,Auto-Debit
CTB00001957,POL0004513,2023-10-28,922.94,203.05,719.89,0.0,Auto-Debit
CTB00001958,POL0001884,2025-12-01,910.38,145.66,313.54,451.18,Salary Deduction
CTB00001959,POL0004911,2024-08-10,979.19,313.34,239.71,426.14,Auto-Debit
CTB00001960,POL0004578,2022-08-30,1309.49,327.37,451.78,530.34,Auto-Debit
CTB00001961,POL0003752,2026-03-19,1104.82,386.69,359.06,359.07,Salary Deduction
CTB00001962,POL0001834,2025-11-08,619.52,148.68,127.13,343.71,Credit Card
CTB00001963,POL0004874,2022-06-08,1492.68,417.95,472.88,601.85,Online Banking
CTB00001964,POL0000245,2025-03-26,58.51,9.36,23.1,26.05,Online Banking
CTB00001965,POL0000994,2025-08-18,1959.12,411.42,1547.7,0.0,Auto-Debit
CTB00001966,POL0000972,2025-09-27,1134.85,351.8,375.86,407.19,Auto-Debit
CTB00001967,POL0001986,2023-08-18,374.44,74.89,77.88,221.67,Salary Deduction
CTB00001968,POL0001630,2025-12-10,1281.15,435.59,845.56,0.0,Credit Card
CTB00001969,POL0004709,2024-08-12,753.99,143.26,610.73,0.0,Credit Card
CTB00001970,POL0001101,2026-05-10,961.19,201.85,197.43,561.91,Auto-Debit
CTB00001971,POL0000364,2026-06-14,292.97,61.52,78.69,152.76,Online Banking
CTB00001972,POL0004554,2025-11-25,192.94,61.74,131.2,0.0,Auto-Debit
CTB00001973,POL0000053,2026-02-23,1330.26,372.47,957.79,0.0,Auto-Debit
CTB00001974,POL0003374,2026-02-03,1504.42,481.41,1023.01,0.0,Credit Card
CTB00001975,POL0000209,2026-06-26,783.59,274.26,509.33,0.0,Salary Deduction
CTB00001976,POL0003279,2023-08-16,448.89,76.31,134.13,238.45,Auto-Debit
CTB00001977,POL0003578,2024-01-21,1948.83,409.25,1539.58,0.0,Auto-Debit
CTB00001978,POL0000884,2025-01-10,268.43,75.16,46.38,146.89,Auto-Debit
CTB00001979,POL0001390,2021-06-10,1275.12,293.28,432.01,549.83,Credit Card
CTB00001980,POL0002354,2022-09-20,1530.52,397.94,487.01,645.57,Auto-Debit
CTB00001981,POL0003414,2024-12-02,1185.15,355.55,829.6,0.0,Auto-Debit
CTB00001982,POL0002785,2026-08-27,1482.44,504.03,371.8,606.61,Credit Card
CTB00001983,POL0004051,2021-10-31,294.28,67.68,226.6,0.0,Auto-Debit
CTB00001984,POL0000607,2024-11-24,583.1,116.62,466.48,0.0,Online Banking
CTB00001985,POL0000631,2026-06-20,1599.47,303.9,1295.57,0.0,Online Banking
CTB00001986,POL0004925,2025-04-22,1056.02,337.93,718.09,0.0,Credit Card
CTB00001987,POL0004792,2022-09-28,1499.39,404.84,1094.55,0.0,Online Banking
CTB00001988,POL0001281,2025-10-09,1575.36,346.58,466.94,761.84,Salary Deduction
CTB00001989,POL0001985,2022-09-07,212.62,70.16,48.44,94.02,Online Banking
CTB00001990,POL0003516,2024-06-05,849.35,254.81,594.54,0.0,Salary Deduction
CTB00001991,POL0000854,2024-11-13,415.45,108.02,307.43,0.0,Salary Deduction
CTB00001992,POL0002604,2023-02-10,764.24,183.42,580.82,0.0,Salary Deduction
CTB00001993,POL0001632,2024-04-16,1227.08,319.04,372.3,535.74,Credit Card
CTB00001994,POL0000084,2025-12-19,1451.28,333.79,1117.49,0.0,Auto-Debit
CTB00001995,POL0000102,2023-09-01,729.28,131.27,293.02,304.99,Credit Card
CTB00001996,POL0000076,2026-01-26,1236.42,358.56,877.86,0.0,Salary Deduction
CTB00001997,POL0003714,2025-09-07,582.52,128.15,454.37,0.0,Auto-Debit
CTB00001998,POL0004031,2024-03-01,88.99,22.25,66.74,0.0,Salary Deduction
CTB00001999,POL0002568,2025-11-20,1000.94,190.18,299.98,510.78,Online Banking
CTB00002000,POL0001665,2026-05-16,1345.79,309.53,435.23,601.03,Salary Deduction
CTB00002001,POL0002398,2024-03-10,963.59,163.81,799.78,0.0,Online Banking
CTB00002002,POL0000037,2024-07-01,1637.79,262.05,619.08,756.66,Auto-Debit
CTB00002003,POL0001792,2025-05-17,1520.45,288.89,1231.56,0.0,Auto-Debit
CTB00002004,POL0001950,2021-08-18,1330.32,359.19,233.07,738.06,Online Banking
CTB00002005,POL0002535,2024-12-17,1791.75,412.1,1379.65,0.0,Credit Card
CTB00002006,POL0003027,2026-04-18,520.98,119.83,401.15,0.0,Auto-Debit
CTB00002007,POL0004862,2026-08-05,326.94,104.62,222.32,0.0,Auto-Debit
CTB00002008,POL0003104,2026-05-28,134.96,35.09,99.87,0.0,Auto-Debit
CTB00002009,POL0002351,2026-09-05,1714.67,462.96,1251.71,0.0,Auto-Debit
CTB00002010,POL0003206,2023-08-19,908.36,290.68,179.13,438.55,Salary Deduction
CTB00002011,POL0003022,2024-09-26,1575.56,346.62,1228.94,0.0,Auto-Debit
CTB00002012,POL0003977,2025-08-20,1170.3,339.39,830.91,0.0,Auto-Debit
CTB00002013,POL0000104,2024-08-10,707.41,183.93,523.48,0.0,Online Banking
CTB00002014,POL0002276,2025-07-15,1101.17,385.41,171.78,543.98,Credit Card
CTB00002015,POL0002431,2026-01-04,1801.24,396.27,702.49,702.48,Auto-Debit
CTB00002016,POL0003894,2025-04-03,285.28,91.29,85.36,108.63,Online Banking
CTB00002017,POL0004464,2023-05-27,1411.21,268.13,1143.08,0.0,Salary Deduction
CTB00002018,POL0004756,2026-08-07,472.32,94.46,79.35,298.51,Auto-Debit
CTB00002019,POL0000084,2025-09-24,1451.28,217.69,1233.59,0.0,Credit Card
CTB00002020,POL0003551,2026-01-22,1401.58,490.55,337.08,573.95,Salary Deduction
CTB00002021,POL0003884,2023-11-29,503.59,95.68,407.91,0.0,Salary Deduction
CTB00002022,POL0002109,2025-07-11,1232.55,283.49,275.23,673.83,Online Banking
CTB00002023,POL0000943,2026-08-10,1362.74,367.94,447.66,547.14,Online Banking
CTB00002024,POL0004097,2025-10-27,1766.61,459.32,1307.29,0.0,Salary Deduction
CTB00002025,POL0004758,2024-07-14,1693.63,541.96,1151.67,0.0,Credit Card
CTB00002026,POL0003543,2024-12-31,1126.61,360.52,766.09,0.0,Salary Deduction
CTB00002027,POL0001026,2023-02-25,1625.43,503.88,1121.55,0.0,Online Banking
CTB00002028,POL0000696,2026-03-11,419.08,75.43,168.39,175.26,Salary Deduction
CTB00002029,POL0000274,2025-04-05,912.41,264.6,647.81,0.0,Salary Deduction
CTB00002030,POL0004863,2023-03-02,826.68,214.94,177.4,434.34,Credit Card
CTB00002031,POL0004343,2026-05-04,192.16,67.26,26.23,98.67,Credit Card
CTB00002032,POL0002513,2024-04-25,953.24,228.78,159.38,565.08,Credit Card
CTB00002033,POL0003042,2025-10-13,196.42,39.28,157.14,0.0,Credit Card
CTB00002034,POL0004187,2023-10-16,1023.14,296.71,726.43,0.0,Online Banking
CTB00002035,POL0000034,2023-11-28,312.13,59.3,116.3,136.53,Salary Deduction
CTB00002036,POL0000423,2024-08-25,1965.29,668.2,1297.09,0.0,Salary Deduction
CTB00002037,POL0000556,2026-06-06,1083.57,281.73,801.84,0.0,Online Banking
CTB00002038,POL0001229,2024-05-21,1694.05,372.69,290.7,1030.66,Auto-Debit
CTB00002039,POL0003018,2023-03-18,1269.83,304.76,965.07,0.0,Online Banking
CTB00002040,POL0001457,2023-09-03,1333.24,253.32,1079.92,0.0,Online Banking
CTB00002041,POL0003292,2025-09-13,1308.79,222.49,510.56,575.74,Credit Card
CTB00002042,POL0001179,2025-04-16,1026.37,277.12,314.69,434.56,Online Banking
CTB00002043,POL0001369,2025-02-19,978.8,323.0,655.8,0.0,Auto-Debit
CTB00002044,POL0001115,2025-02-22,1085.27,195.35,889.92,0.0,Credit Card
CTB00002045,POL0004525,2023-02-21,822.45,230.29,230.94,361.22,Auto-Debit
CTB00002046,POL0003426,2025-07-04,1164.29,337.64,826.65,0.0,Credit Card
CTB00002047,POL0002719,2026-06-10,1736.79,503.67,431.59,801.53,Salary Deduction
CTB00002048,POL0004187,2024-03-24,1023.14,255.78,767.36,0.0,Auto-Debit
CTB00002049,POL0001097,2026-04-28,843.81,286.9,556.91,0.0,Online Banking
CTB00002050,POL0004849,2026-07-16,1083.4,281.68,801.72,0.0,Salary Deduction
CTB00002051,POL0003621,2025-06-21,823.27,164.65,658.62,0.0,Salary Deduction
CTB00002052,POL0001915,2026-03-31,1805.4,505.51,1299.89,0.0,Auto-Debit
CTB00002053,POL0001261,2024-09-26,899.89,179.98,237.57,482.34,Auto-Debit
CTB00002054,POL0004277,2025-09-17,921.37,294.84,219.29,407.24,Auto-Debit
CTB00002055,POL0001587,2025-07-20,83.86,20.13,18.48,45.25,Salary Deduction
CTB00002056,POL0002197,2023-12-26,102.83,20.57,82.26,0.0,Auto-Debit
CTB00002057,POL0002953,2025-12-21,993.61,238.47,755.14,0.0,Salary Deduction
CTB00002058,POL0003041,2022-11-27,1181.1,259.84,921.26,0.0,Auto-Debit
CTB00002059,POL0001166,2025-06-29,865.68,216.42,649.26,0.0,Credit Card
CTB00002060,POL0002791,2026-05-30,983.15,167.14,816.01,0.0,Credit Card
CTB00002061,POL0000959,2025-07-03,247.0,41.99,205.01,0.0,Salary Deduction
CTB00002062,POL0002016,2026-04-05,1961.78,451.21,1510.57,0.0,Auto-Debit
CTB00002063,POL0004495,2022-06-04,187.16,39.3,29.57,118.29,Online Banking
CTB00002064,POL0000505,2024-07-04,786.21,141.52,644.69,0.0,Credit Card
CTB00002065,POL0001819,2025-08-28,538.13,113.01,425.12,0.0,Credit Card
CTB00002066,POL0001605,2026-09-01,1400.51,336.12,212.88,851.51,Credit Card
CTB00002067,POL0003391,2023-09-05,152.88,22.93,129.95,0.0,Salary Deduction
CTB00002068,POL0002408,2025-12-16,663.2,99.48,563.72,0.0,Online Banking
CTB00002069,POL0001165,2025-11-13,1271.88,279.81,347.22,644.85,Online Banking
CTB00002070,POL0003397,2023-11-20,1145.25,355.03,790.22,0.0,Salary Deduction
CTB00002071,POL0000709,2026-02-03,1380.27,317.46,1062.81,0.0,Auto-Debit
CTB00002072,POL0000817,2025-10-24,351.98,102.07,249.91,0.0,Auto-Debit
CTB00002073,POL0001835,2023-06-27,89.63,16.13,73.5,0.0,Online Banking
CTB00002074,POL0002047,2025-01-08,1111.71,322.4,213.11,576.2,Salary Deduction
CTB00002075,POL0002126,2026-06-01,1424.67,270.69,380.81,773.17,Credit Card
CTB00002076,POL0003270,2026-01-08,779.14,241.53,537.61,0.0,Salary Deduction
CTB00002077,POL0003896,2026-01-06,451.3,148.93,302.37,0.0,Online Banking
CTB00002078,POL0000662,2026-02-02,188.08,35.74,152.34,0.0,Online Banking
CTB00002079,POL0002056,2025-12-10,1542.82,416.56,1126.26,0.0,Salary Deduction
CTB00002080,POL0001529,2024-09-24,1947.95,662.3,1285.65,0.0,Online Banking
CTB00002081,POL0003996,2022-09-08,811.94,170.51,307.89,333.54,Credit Card
CTB00002082,POL0001785,2026-08-16,538.4,156.14,156.73,225.53,Auto-Debit
CTB00002083,POL0004893,2023-06-15,266.86,61.38,45.21,160.27,Salary Deduction
CTB00002084,POL0004771,2025-04-22,1273.33,343.8,204.5,725.03,Credit Card
CTB00002085,POL0000784,2021-10-13,1962.66,549.54,1413.12,0.0,Salary Deduction
CTB00002086,POL0000572,2025-08-21,1286.82,411.78,875.04,0.0,Auto-Debit
CTB00002087,POL0003378,2024-05-02,180.01,34.2,145.81,0.0,Credit Card
CTB00002088,POL0004711,2026-05-21,338.41,94.75,75.53,168.13,Auto-Debit
CTB00002089,POL0002992,2026-06-26,475.23,161.58,122.32,191.33,Online Banking
CTB00002090,POL0000508,2026-02-17,471.96,127.43,344.53,0.0,Online Banking
CTB00002091,POL0003049,2023-09-28,479.73,95.95,383.78,0.0,Credit Card
CTB00002092,POL0004945,2026-07-28,368.68,55.3,313.38,0.0,Auto-Debit
CTB00002093,POL0002616,2022-07-31,1293.58,375.14,918.44,0.0,Auto-Debit
CTB00002094,POL0000433,2025-03-22,1577.19,488.93,304.71,783.55,Salary Deduction
CTB00002095,POL0001001,2025-06-03,894.54,187.85,706.69,0.0,Salary Deduction
CTB00002096,POL0004826,2026-06-23,1440.77,273.75,536.83,630.19,Online Banking
CTB00002097,POL0002197,2024-11-20,102.83,29.82,73.01,0.0,Salary Deduction
CTB00002098,POL0002179,2026-01-17,459.01,146.88,149.82,162.31,Salary Deduction
CTB00002099,POL0001648,2026-02-18,845.67,228.33,617.34,0.0,Salary Deduction
CTB00002100,POL0004170,2024-12-10,623.73,106.03,212.26,305.44,Salary Deduction
CTB00002101,POL0004671,2025-07-29,786.67,212.4,574.27,0.0,Auto-Debit
CTB00002102,POL0000278,2025-06-06,1215.54,255.26,960.28,0.0,Salary Deduction
CTB00002103,POL0002291,2026-07-16,1109.19,199.65,909.54,0.0,Credit Card
CTB00002104,POL0002229,2023-08-11,1673.24,301.18,1372.06,0.0,Online Banking
CTB00002105,POL0004425,2025-01-11,435.08,143.58,291.5,0.0,Online Banking
CTB00002106,POL0001267,2025-11-17,1675.58,368.63,588.13,718.82,Salary Deduction
CTB00002107,POL0003239,2026-04-07,1487.19,520.52,966.67,0.0,Auto-Debit
CTB00002108,POL0003968,2026-05-04,1024.99,194.75,273.98,556.26,Salary Deduction
CTB00002109,POL0001518,2025-09-01,906.01,181.2,724.81,0.0,Auto-Debit
CTB00002110,POL0004563,2026-06-28,582.71,139.85,442.86,0.0,Online Banking
CTB00002111,POL0001058,2026-06-19,1387.24,319.07,235.0,833.17,Credit Card
CTB00002112,POL0000394,2021-04-25,557.45,161.66,110.82,284.97,Auto-Debit
CTB00002113,POL0002424,2023-02-16,1077.37,323.21,754.16,0.0,Online Banking
CTB00002114,POL0002557,2022-03-21,1964.07,648.14,434.26,881.67,Salary Deduction
CTB00002115,POL0000936,2022-10-20,847.74,279.75,567.99,0.0,Salary Deduction
CTB00002116,POL0003935,2023-06-18,1457.38,364.35,316.98,776.05,Credit Card
CTB00002117,POL0003815,2026-08-02,364.03,58.24,137.61,168.18,Online Banking
CTB00002118,POL0000355,2025-10-01,537.59,139.77,397.82,0.0,Salary Deduction
CTB00002119,POL0003312,2026-04-30,1819.39,454.85,1364.54,0.0,Salary Deduction
CTB00002120,POL0001545,2026-04-03,1271.98,368.87,370.28,532.83,Online Banking
CTB00002121,POL0000113,2025-08-07,1977.14,573.37,1403.77,0.0,Online Banking
CTB00002122,POL0001061,2024-09-25,1716.87,463.55,1253.32,0.0,Auto-Debit
CTB00002123,POL0002658,2023-12-16,700.91,196.25,504.66,0.0,Credit Card
CTB00002124,POL0001624,2022-07-25,994.63,248.66,745.97,0.0,Auto-Debit
CTB00002125,POL0002841,2024-12-20,1502.79,405.75,493.67,603.37,Online Banking
CTB00002126,POL0000535,2026-01-29,1592.93,366.37,294.37,932.19,Credit Card
CTB00002127,POL0001819,2024-07-22,538.13,172.2,365.93,0.0,Credit Card
CTB00002128,POL0000072,2026-03-25,1760.99,545.91,546.79,668.29,Credit Card
CTB00002129,POL0000135,2025-07-14,1433.4,358.35,397.77,677.28,Online Banking
CTB00002130,POL0002171,2026-04-01,1653.6,380.33,1273.27,0.0,Online Banking
CTB00002131,POL0001193,2024-08-16,951.6,266.45,685.15,0.0,Online Banking
CTB00002132,POL0004177,2026-08-31,1091.59,229.23,413.93,448.43,Auto-Debit
CTB00002133,POL0001149,2026-08-16,858.78,145.99,185.33,527.46,Online Banking
CTB00002134,POL0001244,2025-12-26,123.29,28.36,19.94,74.99,Online Banking
CTB00002135,POL0004803,2023-12-03,1148.62,356.07,293.24,499.31,Salary Deduction
CTB00002136,POL0002678,2026-06-12,1181.04,354.31,826.73,0.0,Salary Deduction
CTB00002137,POL0002114,2024-02-25,1701.75,561.58,1140.17,0.0,Credit Card
CTB00002138,POL0002718,2025-11-18,1567.95,250.87,500.49,816.59,Salary Deduction
CTB00002139,POL0003306,2026-08-04,1675.93,536.3,410.27,729.36,Auto-Debit
CTB00002140,POL0002646,2024-11-27,860.73,301.26,559.47,0.0,Auto-Debit
CTB00002141,POL0003699,2024-11-21,1645.56,444.3,1201.26,0.0,Credit Card
CTB00002142,POL0003078,2023-03-23,1004.86,321.56,683.3,0.0,Auto-Debit
CTB00002143,POL0004080,2026-05-09,1351.66,270.33,1081.33,0.0,Auto-Debit
CTB00002144,POL0004486,2025-12-27,609.72,134.14,475.58,0.0,Online Banking
CTB00002145,POL0003833,2024-03-06,360.01,79.2,280.81,0.0,Online Banking
CTB00002146,POL0002879,2025-11-19,1788.55,500.79,1287.76,0.0,Credit Card
CTB00002147,POL0000365,2026-07-04,1872.39,655.34,1217.05,0.0,Credit Card
CTB00002148,POL0001999,2023-04-09,1738.25,573.62,1164.63,0.0,Credit Card
CTB00002149,POL0002030,2023-12-25,411.49,131.68,83.94,195.87,Auto-Debit
CTB00002150,POL0003222,2023-03-18,1059.9,317.97,741.93,0.0,Credit Card
CTB00002151,POL0002491,2025-11-11,842.35,160.05,245.63,436.67,Auto-Debit
CTB00002152,POL0001316,2024-08-30,1951.16,643.88,1307.28,0.0,Salary Deduction
CTB00002153,POL0000733,2026-09-03,1211.84,399.91,276.06,535.87,Auto-Debit
CTB00002154,POL0003225,2026-06-10,1313.57,262.71,1050.86,0.0,Credit Card
CTB00002155,POL0004522,2025-12-25,92.72,32.45,29.53,30.74,Salary Deduction
CTB00002156,POL0004481,2022-10-03,757.35,249.93,507.42,0.0,Online Banking
CTB00002157,POL0003263,2026-09-05,1591.83,350.2,360.07,881.56,Online Banking
CTB00002158,POL0003935,2021-08-16,1457.38,437.21,234.64,785.53,Online Banking
CTB00002159,POL0003450,2026-05-10,1086.2,249.83,836.37,0.0,Online Banking
CTB00002160,POL0004070,2025-09-30,1395.16,432.5,962.66,0.0,Credit Card
CTB00002161,POL0002760,2022-12-08,573.71,126.22,183.47,264.02,Auto-Debit
CTB00002162,POL0002739,2024-11-05,1641.64,459.66,1181.98,0.0,Credit Card
CTB00002163,POL0001442,2023-04-30,1822.82,528.62,1294.2,0.0,Salary Deduction
CTB00002164,POL0000623,2024-06-14,268.91,56.47,212.44,0.0,Credit Card
CTB00002165,POL0001024,2022-06-03,1933.87,541.48,515.18,877.21,Online Banking
CTB00002166,POL0002908,2023-02-23,586.64,93.86,202.04,290.74,Auto-Debit
CTB00002167,POL0000076,2024-04-06,1236.42,346.2,890.22,0.0,Auto-Debit
CTB00002168,POL0002821,2026-05-25,752.73,210.76,541.97,0.0,Credit Card
CTB00002169,POL0001399,2026-09-08,1880.35,319.66,452.6,1108.09,Credit Card
CTB00002170,POL0004130,2026-04-20,1494.07,433.28,1060.79,0.0,Auto-Debit
CTB00002171,POL0004324,2025-08-07,1359.93,217.59,1142.34,0.0,Salary Deduction
CTB00002172,POL0001856,2026-08-20,160.15,35.23,28.73,96.19,Salary Deduction
CTB00002173,POL0001174,2025-02-03,121.02,22.99,40.19,57.84,Credit Card
CTB00002174,POL0002609,2025-10-01,1641.28,361.08,1280.2,0.0,Online Banking
CTB00002175,POL0002379,2025-02-11,1853.73,426.36,342.57,1084.8,Credit Card
CTB00002176,POL0004379,2026-04-06,1832.64,403.18,1429.46,0.0,Salary Deduction
CTB00002177,POL0001090,2025-05-08,817.73,130.84,686.89,0.0,Auto-Debit
CTB00002178,POL0000992,2026-06-23,910.53,154.79,755.74,0.0,Auto-Debit
CTB00002179,POL0000184,2023-11-22,560.02,134.4,425.62,0.0,Credit Card
CTB00002180,POL0004792,2023-01-11,1499.39,374.85,1124.54,0.0,Salary Deduction
CTB00002181,POL0003548,2025-11-12,999.99,270.0,729.99,0.0,Auto-Debit
CTB00002182,POL0001087,2026-07-10,118.12,36.62,81.5,0.0,Salary Deduction
CTB00002183,POL0002029,2024-10-14,1876.27,450.3,1425.97,0.0,Credit Card
CTB00002184,POL0002960,2025-09-06,1829.51,567.15,492.32,770.04,Credit Card
CTB00002185,POL0001903,2026-08-16,181.99,52.78,129.21,0.0,Online Banking
CTB00002186,POL0003138,2026-03-24,1857.61,445.83,324.71,1087.07,Salary Deduction
CTB00002187,POL0001346,2026-05-19,1622.14,308.21,1313.93,0.0,Online Banking
CTB00002188,POL0001108,2024-08-19,94.71,32.2,62.51,0.0,Salary Deduction
CTB00002189,POL0001368,2026-02-17,403.95,133.3,108.26,162.39,Salary Deduction
CTB00002190,POL0004792,2022-09-12,1499.39,494.8,1004.59,0.0,Salary Deduction
CTB00002191,POL0002786,2025-10-14,1767.89,530.37,618.76,618.76,Salary Deduction
CTB00002192,POL0001075,2023-10-30,1706.57,375.45,306.16,1024.96,Auto-Debit
CTB00002193,POL0002680,2024-07-13,996.05,298.81,697.24,0.0,Online Banking
CTB00002194,POL0000191,2026-05-21,561.41,89.83,471.58,0.0,Online Banking
CTB00002195,POL0004296,2025-12-11,187.15,61.76,125.39,0.0,Salary Deduction
CTB00002196,POL0003817,2025-11-15,1433.45,372.7,1060.75,0.0,Credit Card
CTB00002197,POL0000425,2026-04-21,1853.86,500.54,636.06,717.26,Online Banking
CTB00002198,POL0001739,2025-05-20,1628.88,276.91,351.51,1000.46,Online Banking
CTB00002199,POL0003343,2023-03-18,815.37,252.76,230.67,331.94,Credit Card
CTB00002200,POL0000402,2026-07-12,1265.13,328.93,318.31,617.89,Online Banking
CTB00002201,POL0000051,2024-02-05,939.41,319.4,620.01,0.0,Credit Card
CTB00002202,POL0003774,2024-04-13,946.07,141.91,804.16,0.0,Credit Card
CTB00002203,POL0003036,2026-08-03,1211.11,181.67,350.01,679.43,Auto-Debit
CTB00002204,POL0001017,2025-10-19,596.95,89.54,507.41,0.0,Credit Card
CTB00002205,POL0004009,2025-05-20,1245.57,261.57,984.0,0.0,Salary Deduction
CTB00002206,POL0004165,2026-06-10,962.98,269.63,325.87,367.48,Online Banking
CTB00002207,POL0001902,2026-03-22,802.33,240.7,140.41,421.22,Salary Deduction
CTB00002208,POL0001944,2026-07-30,1336.8,334.2,1002.6,0.0,Credit Card
CTB00002209,POL0003555,2026-03-27,1104.32,198.78,289.77,615.77,Online Banking
CTB00002210,POL0004749,2025-11-14,380.59,102.76,277.83,0.0,Credit Card
CTB00002211,POL0002326,2026-07-30,1777.4,302.16,604.85,870.39,Credit Card
CTB00002212,POL0000789,2023-12-18,218.5,56.81,161.69,0.0,Salary Deduction
CTB00002213,POL0002317,2026-06-12,564.74,146.83,162.98,254.93,Auto-Debit
CTB00002214,POL0002755,2023-04-15,551.31,154.37,396.94,0.0,Salary Deduction
CTB00002215,POL0000117,2024-01-20,1230.41,319.91,910.5,0.0,Credit Card
CTB00002216,POL0002328,2022-08-22,1574.75,346.44,1228.31,0.0,Online Banking
CTB00002217,POL0002813,2023-09-19,1529.01,229.35,1299.66,0.0,Salary Deduction
CTB00002218,POL0003860,2023-02-21,945.27,293.03,652.24,0.0,Salary Deduction
CTB00002219,POL0003537,2023-02-26,1264.43,252.89,1011.54,0.0,Credit Card
CTB00002220,POL0003001,2024-12-23,216.04,32.41,183.63,0.0,Salary Deduction
CTB00002221,POL0001551,2026-01-21,1228.8,208.9,1019.9,0.0,Online Banking
CTB00002222,POL0003932,2023-08-23,380.51,114.15,66.59,199.77,Auto-Debit
CTB00002223,POL0001159,2026-08-15,1049.38,178.39,870.99,0.0,Online Banking
