policy_id,participant_id,product_name,product_category,has_pif,start_date,end_date,term_years,payment_mode,contribution_amount,status,agent_id,branch
POL0000458,PTP001151,Family Takaful - Life Protection,Family,True,2022-06-02,2042-05-28,20,Quarterly,597.49,Active,AGT0043,Labuan
POL0000459,PTP001563,Medical & Health Takaful,Family,False,2021-07-19,2041-07-14,20,Semi-Annual,1275.44,Active,AGT0013,Penang
POL0000460,PTP002596,Personal Accident Takaful,General,False,2021-05-18,2031-05-16,10,Quarterly,65.81,Active,AGT0077,Selangor
POL0000461,PTP000295,Personal Accident Takaful,General,False,2024-09-28,2029-09-27,5,Quarterly,905.34,Active,AGT0135,Kelantan
POL0000462,PTP001640,Fire Takaful,General,False,2026-06-14,2027-06-14,1,Semi-Annual,1860.66,Active,AGT0107,Selangor
POL0000463,PTP001414,Family Takaful - Life Protection,Family,True,2022-09-24,2037-09-20,15,Annual,129.76,Active,AGT0069,Kelantan
POL0000464,PTP002593,Fire Takaful,General,False,2022-07-19,2037-07-15,15,Semi-Annual,315.26,Lapsed,AGT0102,Negeri Sembilan
POL0000465,PTP002557,Motor Takaful,General,False,2021-09-15,2022-09-15,1,Quarterly,1218.64,Lapsed,AGT0090,Perlis
POL0000466,PTP001821,Fire Takaful,General,False,2022-09-21,2042-09-16,20,Monthly,760.64,Active,AGT0022,Terengganu
POL0000467,PTP001315,Fire Takaful,General,False,2023-06-10,2043-06-05,20,Monthly,529.51,Active,AGT0117,Pahang
POL0000468,PTP001311,Motor Takaful,General,False,2022-07-23,2023-07-23,1,Annual,1832.66,Active,AGT0067,Sarawak
POL0000469,PTP002488,Family Takaful - Retirement,Family,True,2025-06-17,2040-06-13,15,Semi-Annual,1300.63,Active,AGT0102,Selangor
POL0000470,PTP001827,Motor Takaful,General,False,2021-04-02,2036-03-29,15,Monthly,1668.77,Active,AGT0145,Johor
POL0000471,PTP002487,Motor Takaful,General,False,2021-09-22,2036-09-18,15,Semi-Annual,992.39,Active,AGT0147,Melaka
POL0000472,PTP001225,Family Takaful - Education,Family,True,2024-06-10,2044-06-05,20,Semi-Annual,1572.47,Active,AGT0026,Perlis
POL0000473,PTP001129,Motor Takaful,General,False,2022-12-30,2042-12-25,20,Quarterly,1530.7,Active,AGT0087,Labuan
POL0000474,PTP001115,Medical & Health Takaful,Family,False,2025-12-28,2040-12-24,15,Semi-Annual,733.48,Active,AGT0010,Labuan
POL0000475,PTP000077,Family Takaful - Retirement,Family,True,2024-08-28,2034-08-26,10,Semi-Annual,1464.3,Active,AGT0054,Negeri Sembilan
POL0000476,PTP000912,Personal Accident Takaful,General,False,2025-11-05,2045-10-31,20,Annual,967.96,Active,AGT0106,Sabah
POL0000477,PTP000577,Fire Takaful,General,False,2021-01-11,2041-01-06,20,Monthly,567.98,Active,AGT0062,Negeri Sembilan
POL0000478,PTP000462,Family Takaful - Retirement,Family,True,2023-05-13,2033-05-10,10,Annual,1207.8,Active,AGT0014,Kuala Lumpur
POL0000479,PTP000450,Family Takaful - Education,Family,True,2024-09-26,2034-09-24,10,Quarterly,951.57,Lapsed,AGT0068,Kedah
POL0000480,PTP002717,Family Takaful - Education,Family,True,2023-12-11,2043-12-06,20,Quarterly,993.33,Active,AGT0094,Putrajaya
POL0000481,PTP002050,Family Takaful - Retirement,Family,True,2025-07-02,2035-06-30,10,Semi-Annual,252.53,Active,AGT0125,Negeri Sembilan
POL0000482,PTP000391,Medical & Health Takaful,Family,False,2024-09-08,2034-09-06,10,Semi-Annual,961.81,Active,AGT0038,Terengganu
POL0000483,PTP001528,Family Takaful - Retirement,Family,True,2021-03-14,2041-03-09,20,Semi-Annual,1582.22,Active,AGT0078,Labuan
POL0000484,PTP001484,Motor Takaful,General,False,2022-02-05,2037-02-01,15,Quarterly,834.78,Lapsed,AGT0136,Melaka
POL0000485,PTP002573,Fire Takaful,General,False,2022-04-27,2027-04-26,5,Quarterly,850.56,Active,AGT0078,Putrajaya
POL0000486,PTP000008,Family Takaful - Retirement,Family,True,2021-03-16,2036-03-12,15,Annual,248.44,Lapsed,AGT0114,Johor
POL0000487,PTP001043,Fire Takaful,General,False,2026-07-12,2046-07-07,20,Quarterly,1003.82,Cancelled,AGT0032,Terengganu
POL0000488,PTP002924,Family Takaful - Retirement,Family,True,2024-10-24,2025-10-24,1,Quarterly,1060.49,Active,AGT0073,Terengganu
POL0000489,PTP002925,Personal Accident Takaful,General,False,2025-07-07,2026-07-07,1,Monthly,289.19,Active,AGT0100,Johor
POL0000490,PTP000080,Family Takaful - Education,Family,True,2026-02-28,2036-02-26,10,Monthly,1250.76,Active,AGT0011,Johor
POL0000491,PTP001796,Fire Takaful,General,False,2021-05-25,2036-05-21,15,Semi-Annual,947.02,Active,AGT0126,Perlis
POL0000492,PTP002871,Motor Takaful,General,False,2022-12-31,2042-12-26,20,Monthly,659.57,Active,AGT0040,Johor
POL0000493,PTP001496,Motor Takaful,General,False,2023-08-27,2043-08-22,20,Annual,1552.77,Active,AGT0064,Terengganu
POL0000494,PTP000811,Personal Accident Takaful,General,False,2025-10-21,2040-10-17,15,Semi-Annual,1999.72,Matured,AGT0092,Perlis
POL0000495,PTP000187,Medical & Health Takaful,Family,False,2021-08-25,2036-08-21,15,Quarterly,299.77,Active,AGT0022,Sarawak
POL0000496,PTP000945,Personal Accident Takaful,General,False,2024-11-15,2025-11-15,1,Monthly,1518.9,Active,AGT0049,Kuala Lumpur
POL0000497,PTP002473,Medical & Health Takaful,Family,False,2024-06-23,2029-06-22,5,Semi-Annual,1010.37,Cancelled,AGT0059,Perlis
POL0000498,PTP001660,Personal Accident Takaful,General,False,2023-07-11,2033-07-08,10,Annual,985.58,Active,AGT0017,Melaka
POL0000499,PTP002131,Family Takaful - Education,Family,True,2023-03-14,2024-03-13,1,Annual,1345.18,Active,AGT0059,Terengganu
POL0000500,PTP002576,Medical & Health Takaful,Family,False,2025-02-03,2045-01-29,20,Annual,1636.83,Lapsed,AGT0132,Sabah
POL0000501,PTP001404,Family Takaful - Life Protection,Family,True,2025-08-28,2030-08-27,5,Annual,1799.01,Lapsed,AGT0068,Penang
POL0000502,PTP000580,Motor Takaful,General,False,2025-05-18,2040-05-14,15,Monthly,1881.0,Active,AGT0033,Perak
POL0000503,PTP000804,Personal Accident Takaful,General,False,2022-11-12,2023-11-12,1,Quarterly,564.52,Active,AGT0041,Kelantan
POL0000504,PTP000339,Family Takaful - Education,Family,True,2026-06-27,2046-06-22,20,Quarterly,1156.84,Lapsed,AGT0079,Kelantan
POL0000505,PTP001305,Medical & Health Takaful,Family,False,2023-12-18,2033-12-15,10,Semi-Annual,786.21,Lapsed,AGT0047,Terengganu
POL0000506,PTP002812,Personal Accident Takaful,General,False,2024-07-22,2034-07-20,10,Monthly,608.5,Active,AGT0025,Pahang
POL0000507,PTP000350,Family Takaful - Life Protection,Family,True,2025-04-14,2040-04-10,15,Monthly,415.78,Active,AGT0037,Kuala Lumpur
POL0000508,PTP000845,Motor Takaful,General,False,2022-02-15,2042-02-10,20,Annual,471.96,Active,AGT0026,Melaka
POL0000509,PTP002035,Family Takaful - Education,Family,True,2023-12-02,2038-11-28,15,Quarterly,1357.98,Active,AGT0020,Melaka
POL0000510,PTP002712,Motor Takaful,General,False,2023-09-26,2028-09-24,5,Semi-Annual,523.72,Cancelled,AGT0025,Johor
POL0000511,PTP000757,Medical & Health Takaful,Family,False,2022-11-24,2042-11-19,20,Annual,453.76,Active,AGT0001,Labuan
POL0000512,PTP001618,Family Takaful - Retirement,Family,True,2026-04-04,2041-03-31,15,Monthly,140.11,Cancelled,AGT0124,Perlis
POL0000513,PTP000445,Motor Takaful,General,False,2023-08-30,2038-08-26,15,Semi-Annual,785.57,Active,AGT0108,Labuan
POL0000514,PTP002823,Personal Accident Takaful,General,False,2021-09-27,2036-09-23,15,Monthly,411.81,Active,AGT0011,Negeri Sembilan
POL0000515,PTP002235,Motor Takaful,General,False,2025-06-05,2045-05-31,20,Semi-Annual,146.19,Active,AGT0100,Kedah
POL0000516,PTP000184,Family Takaful - Life Protection,Family,True,2022-10-25,2037-10-21,15,Semi-Annual,1697.65,Lapsed,AGT0066,Perlis
POL0000517,PTP001914,Family Takaful - Retirement,Family,True,2022-03-24,2042-03-19,20,Annual,1245.11,Active,AGT0060,Selangor
POL0000518,PTP001585,Personal Accident Takaful,General,False,2023-10-22,2043-10-17,20,Annual,114.72,Active,AGT0059,Negeri Sembilan
POL0000519,PTP000536,Family Takaful - Retirement,Family,True,2022-04-14,2042-04-09,20,Monthly,928.73,Active,AGT0018,Terengganu
POL0000520,PTP002289,Motor Takaful,General,False,2022-02-13,2027-02-12,5,Quarterly,824.36,Active,AGT0119,Selangor
POL0000521,PTP001894,Family Takaful - Retirement,Family,True,2022-12-19,2023-12-19,1,Quarterly,1923.41,Active,AGT0064,Kelantan
POL0000522,PTP002985,Family Takaful - Life Protection,Family,True,2024-10-28,2029-10-27,5,Monthly,832.98,Active,AGT0029,Perlis
POL0000523,PTP002341,Fire Takaful,General,False,2021-04-13,2041-04-08,20,Annual,1430.29,Active,AGT0071,Selangor
POL0000524,PTP000580,Personal Accident Takaful,General,False,2023-08-08,2028-08-06,5,Semi-Annual,1556.77,Active,AGT0129,Negeri Sembilan
POL0000525,PTP000787,Fire Takaful,General,False,2021-12-05,2022-12-05,1,Annual,846.09,Active,AGT0084,Penang
POL0000526,PTP001967,Family Takaful - Retirement,Family,True,2024-10-16,2034-10-14,10,Quarterly,785.89,Lapsed,AGT0089,Johor
POL0000527,PTP000107,Family Takaful - Life Protection,Family,True,2021-11-30,2031-11-28,10,Monthly,141.82,Active,AGT0140,Kedah
POL0000528,PTP000776,Family Takaful - Education,Family,True,2024-09-15,2034-09-13,10,Annual,1050.79,Active,AGT0004,Kedah
POL0000529,PTP001389,Personal Accident Takaful,General,False,2026-02-02,2027-02-02,1,Annual,1010.92,Active,AGT0125,Selangor
POL0000530,PTP000788,Family Takaful - Education,Family,True,2024-11-15,2039-11-12,15,Monthly,1025.62,Matured,AGT0078,Penang
POL0000531,PTP000531,Family Takaful - Retirement,Family,True,2025-04-14,2026-04-14,1,Annual,693.42,Active,AGT0060,Pahang
POL0000532,PTP000856,Family Takaful - Life Protection,Family,True,2026-01-10,2041-01-06,15,Monthly,1139.3,Lapsed,AGT0117,Kelantan
POL0000533,PTP001874,Medical & Health Takaful,Family,False,2025-11-20,2026-11-20,1,Semi-Annual,68.31,Active,AGT0084,Putrajaya
POL0000534,PTP002771,Fire Takaful,General,False,2023-08-14,2024-08-13,1,Annual,1296.15,Lapsed,AGT0012,Kedah
POL0000535,PTP000925,Family Takaful - Life Protection,Family,True,2023-12-19,2043-12-14,20,Annual,1592.93,Active,AGT0128,Melaka
POL0000536,PTP001394,Family Takaful - Education,Family,True,2021-01-02,2030-12-31,10,Monthly,1108.55,Active,AGT0113,Sarawak
POL0000537,PTP000480,Motor Takaful,General,False,2022-01-15,2032-01-13,10,Semi-Annual,804.68,Lapsed,AGT0042,Labuan
POL0000538,PTP000211,Medical & Health Takaful,Family,False,2025-01-14,2045-01-09,20,Semi-Annual,1450.33,Lapsed,AGT0106,Johor
POL0000539,PTP000431,Family Takaful - Education,Family,True,2021-07-29,2036-07-25,15,Annual,1909.06,Active,AGT0116,Terengganu
POL0000540,PTP001188,Fire Takaful,General,False,2024-12-09,2039-12-06,15,Quarterly,715.77,Active,AGT0117,Perak
POL0000541,PTP000682,Medical & Health Takaful,Family,False,2023-05-11,2033-05-08,10,Semi-Annual,1038.47,Matured,AGT0007,Sarawak
POL0000542,PTP002376,Family Takaful - Education,Family,True,2023-11-23,2038-11-19,15,Semi-Annual,1080.43,Lapsed,AGT0003,Perlis
POL0000543,PTP001553,Fire Takaful,General,False,2023-01-16,2038-01-12,15,Quarterly,181.97,Matured,AGT0141,Labuan
POL0000544,PTP000139,Motor Takaful,General,False,2025-12-19,2040-12-15,15,Annual,1786.22,Active,AGT0120,Kuala Lumpur
POL0000545,PTP002680,Family Takaful - Life Protection,Family,True,2025-07-23,2030-07-22,5,Annual,783.68,Active,AGT0048,Putrajaya
POL0000546,PTP000286,Fire Takaful,General,False,2021-12-16,2022-12-16,1,Quarterly,1895.39,Cancelled,AGT0032,Perak
POL0000547,PTP002269,Motor Takaful,General,False,2025-09-15,2030-09-14,5,Monthly,415.49,Active,AGT0043,Negeri Sembilan
POL0000548,PTP000827,Family Takaful - Life Protection,Family,True,2023-08-08,2028-08-06,5,Quarterly,1384.6,Active,AGT0037,Sarawak
POL0000549,PTP002527,Motor Takaful,General,False,2023-07-31,2033-07-28,10,Monthly,595.85,Lapsed,AGT0008,Kelantan
POL0000550,PTP002319,Family Takaful - Retirement,Family,True,2023-07-18,2024-07-17,1,Semi-Annual,827.71,Active,AGT0049,Pahang
POL0000551,PTP001793,Motor Takaful,General,False,2025-05-24,2035-05-22,10,Semi-Annual,1568.13,Active,AGT0130,Pahang
POL0000552,PTP000994,Medical & Health Takaful,Family,False,2021-07-18,2022-07-18,1,Semi-Annual,1581.67,Active,AGT0143,Pahang
POL0000553,PTP001177,Motor Takaful,General,False,2026-05-16,2036-05-13,10,Monthly,528.55,Cancelled,AGT0134,Selangor
POL0000554,PTP001049,Family Takaful - Life Protection,Family,True,2025-01-23,2035-01-21,10,Quarterly,1928.02,Active,AGT0002,Pahang
POL0000555,PTP001015,Medical & Health Takaful,Family,False,2025-08-08,2035-08-06,10,Semi-Annual,1942.71,Active,AGT0008,Labuan
POL0000556,PTP002283,Personal Accident Takaful,General,False,2025-10-04,2045-09-29,20,Annual,1083.57,Active,AGT0008,Sabah
POL0000557,PTP000173,Family Takaful - Life Protection,Family,True,2022-06-17,2027-06-16,5,Monthly,288.57,Matured,AGT0009,Penang
POL0000558,PTP002546,Fire Takaful,General,False,2024-08-28,2044-08-23,20,Annual,832.5,Matured,AGT0148,Perak
POL0000559,PTP002212,Personal Accident Takaful,General,False,2026-04-18,2046-04-13,20,Annual,1072.74,Active,AGT0133,Labuan
POL0000560,PTP000832,Personal Accident Takaful,General,False,2021-11-09,2031-11-07,10,Semi-Annual,1612.81,Active,AGT0105,Sabah
POL0000561,PTP002361,Personal Accident Takaful,General,False,2022-04-09,2037-04-05,15,Annual,1835.64,Active,AGT0030,Perlis
POL0000562,PTP000035,Family Takaful - Life Protection,Family,True,2023-03-09,2028-03-07,5,Monthly,1106.71,Active,AGT0005,Pahang
POL0000563,PTP000322,Fire Takaful,General,False,2021-06-19,2026-06-18,5,Semi-Annual,1077.79,Active,AGT0021,Perak
POL0000564,PTP000087,Family Takaful - Life Protection,Family,True,2022-10-15,2023-10-15,1,Annual,210.42,Active,AGT0094,Melaka
POL0000565,PTP000274,Medical & Health Takaful,Family,False,2024-02-03,2044-01-29,20,Quarterly,1021.66,Active,AGT0018,Kuala Lumpur
POL0000566,PTP001103,Medical & Health Takaful,Family,False,2025-08-28,2030-08-27,5,Semi-Annual,1755.17,Active,AGT0005,Johor
POL0000567,PTP001457,Family Takaful - Life Protection,Family,True,2025-07-20,2045-07-15,20,Semi-Annual,922.27,Active,AGT0014,Kedah
POL0000568,PTP002955,Medical & Health Takaful,Family,False,2021-08-15,2036-08-11,15,Semi-Annual,1092.38,Active,AGT0139,Sarawak
POL0000569,PTP000827,Family Takaful - Education,Family,True,2025-03-06,2045-03-01,20,Quarterly,1907.08,Matured,AGT0143,Sarawak
POL0000570,PTP001630,Motor Takaful,General,False,2021-02-12,2036-02-09,15,Monthly,145.5,Matured,AGT0086,Putrajaya
POL0000571,PTP002435,Family Takaful - Life Protection,Family,True,2023-07-28,2028-07-26,5,Monthly,832.61,Active,AGT0137,Pahang
POL0000572,PTP002049,Fire Takaful,General,False,2022-02-13,2042-02-08,20,Monthly,1286.82,Active,AGT0012,Johor
POL0000573,PTP002317,Medical & Health Takaful,Family,False,2026-07-27,2046-07-22,20,Annual,1963.37,Active,AGT0008,Perak
POL0000574,PTP001436,Family Takaful - Education,Family,True,2022-06-20,2023-06-20,1,Quarterly,282.36,Active,AGT0091,Perak
POL0000575,PTP000976,Family Takaful - Life Protection,Family,True,2022-09-04,2042-08-30,20,Monthly,927.43,Lapsed,AGT0148,Sarawak
POL0000576,PTP001953,Motor Takaful,General,False,2024-10-26,2044-10-21,20,Monthly,364.97,Active,AGT0096,Pahang
POL0000577,PTP000512,Family Takaful - Education,Family,True,2025-10-25,2030-10-24,5,Annual,1614.04,Active,AGT0043,Selangor
POL0000578,PTP001912,Family Takaful - Retirement,Family,True,2026-02-26,2036-02-24,10,Monthly,1407.18,Cancelled,AGT0080,Sabah
POL0000579,PTP001225,Motor Takaful,General,False,2026-03-31,2031-03-30,5,Quarterly,1186.51,Active,AGT0089,Penang
POL0000580,PTP002119,Motor Takaful,General,False,2023-09-01,2024-08-31,1,Annual,396.74,Lapsed,AGT0061,Perlis
POL0000581,PTP002902,Personal Accident Takaful,General,False,2026-03-04,2041-02-28,15,Semi-Annual,385.11,Active,AGT0079,Sarawak
POL0000582,PTP002580,Family Takaful - Retirement,Family,True,2024-05-31,2044-05-26,20,Annual,1798.63,Active,AGT0097,Terengganu
POL0000583,PTP001952,Family Takaful - Education,Family,True,2024-10-14,2039-10-11,15,Semi-Annual,1517.73,Active,AGT0133,Kuala Lumpur
POL0000584,PTP000642,Motor Takaful,General,False,2021-07-12,2026-07-11,5,Monthly,576.91,Active,AGT0033,Negeri Sembilan
POL0000585,PTP001929,Motor Takaful,General,False,2025-09-12,2026-09-12,1,Monthly,1271.64,Active,AGT0003,Penang
POL0000586,PTP001717,Fire Takaful,General,False,2024-12-22,2039-12-19,15,Annual,494.71,Active,AGT0043,Kelantan
POL0000587,PTP001565,Fire Takaful,General,False,2022-07-21,2027-07-20,5,Quarterly,763.64,Matured,AGT0057,Perlis
POL0000588,PTP002456,Family Takaful - Life Protection,Family,True,2021-08-06,2041-08-01,20,Semi-Annual,1532.93,Matured,AGT0016,Johor
POL0000589,PTP002781,Family Takaful - Retirement,Family,True,2022-08-31,2037-08-27,15,Monthly,521.37,Lapsed,AGT0048,Sabah
POL0000590,PTP001623,Family Takaful - Retirement,Family,True,2021-09-27,2031-09-25,10,Semi-Annual,1008.12,Active,AGT0004,Selangor
POL0000591,PTP002598,Family Takaful - Education,Family,True,2023-12-26,2028-12-24,5,Quarterly,1840.89,Active,AGT0085,Melaka
POL0000592,PTP001837,Personal Accident Takaful,General,False,2024-06-08,2029-06-07,5,Quarterly,357.93,Lapsed,AGT0083,Perlis
POL0000593,PTP002804,Medical & Health Takaful,Family,False,2026-05-26,2041-05-22,15,Monthly,1604.64,Cancelled,AGT0064,Selangor
POL0000594,PTP000692,Family Takaful - Life Protection,Family,True,2025-11-02,2030-11-01,5,Annual,1496.42,Lapsed,AGT0061,Kelantan
POL0000595,PTP001329,Family Takaful - Education,Family,True,2021-06-24,2026-06-23,5,Monthly,329.34,Active,AGT0015,Perlis
POL0000596,PTP001232,Personal Accident Takaful,General,False,2026-01-31,2041-01-27,15,Semi-Annual,181.73,Active,AGT0116,Labuan
POL0000597,PTP001022,Personal Accident Takaful,General,False,2024-08-23,2034-08-21,10,Monthly,556.62,Lapsed,AGT0073,Sabah
POL0000598,PTP002627,Family Takaful - Life Protection,Family,True,2022-05-27,2037-05-23,15,Quarterly,1257.52,Lapsed,AGT0016,Perlis
POL0000599,PTP001815,Family Takaful - Retirement,Family,True,2024-01-02,2043-12-28,20,Quarterly,488.04,Active,AGT0060,Kelantan
POL0000600,PTP002407,Family Takaful - Education,Family,True,2024-02-10,2034-02-07,10,Quarterly,1714.66,Lapsed,AGT0089,Sabah
POL0000601,PTP002103,Medical & Health Takaful,Family,False,2023-07-01,2033-06-28,10,Quarterly,940.51,Lapsed,AGT0131,Johor
POL0000602,PTP000907,Family Takaful - Life Protection,Family,True,2021-03-22,2036-03-18,15,Semi-Annual,503.26,Active,AGT0054,Kuala Lumpur
POL0000603,PTP000741,Family Takaful - Life Protection,Family,True,2025-09-30,2035-09-28,10,Quarterly,247.87,Active,AGT0122,Melaka
POL0000604,PTP000089,Fire Takaful,General,False,2025-03-14,2030-03-13,5,Annual,1443.43,Active,AGT0062,Kedah
POL0000605,PTP001421,Family Takaful - Education,Family,True,2024-08-20,2025-08-20,1,Quarterly,829.53,Active,AGT0034,Pahang
POL0000606,PTP000393,Personal Accident Takaful,General,False,2021-04-27,2036-04-23,15,Semi-Annual,1431.97,Matured,AGT0084,Labuan
POL0000607,PTP000222,Personal Accident Takaful,General,False,2023-12-29,2024-12-28,1,Quarterly,583.1,Matured,AGT0077,Pahang
POL0000608,PTP001611,Family Takaful - Retirement,Family,True,2021-10-19,2022-10-19,1,Quarterly,1207.78,Active,AGT0096,Penang
POL0000609,PTP000540,Family Takaful - Retirement,Family,True,2023-08-11,2043-08-06,20,Monthly,1611.53,Matured,AGT0133,Penang
POL0000610,PTP002402,Family Takaful - Education,Family,True,2023-10-19,2033-10-16,10,Semi-Annual,1811.67,Lapsed,AGT0058,Negeri Sembilan
POL0000611,PTP002504,Family Takaful - Retirement,Family,True,2021-10-08,2041-10-03,20,Annual,1440.25,Active,AGT0128,Pahang
POL0000612,PTP001467,Medical & Health Takaful,Family,False,2022-05-12,2037-05-08,15,Quarterly,892.87,Active,AGT0132,Perak
POL0000613,PTP001138,Medical & Health Takaful,Family,False,2023-10-05,2024-10-04,1,Annual,1687.8,Active,AGT0106,Perak
POL0000614,PTP000305,Fire Takaful,General,False,2025-02-02,2040-01-30,15,Quarterly,513.02,Active,AGT0001,Putrajaya
POL0000615,PTP001786,Family Takaful - Education,Family,True,2024-07-04,2025-07-04,1,Monthly,613.87,Active,AGT0144,Kelantan
POL0000616,PTP002052,Personal Accident Takaful,General,False,2025-01-08,2040-01-05,15,Annual,1211.51,Matured,AGT0079,Sarawak
POL0000617,PTP002810,Family Takaful - Life Protection,Family,True,2025-09-27,2026-09-27,1,Monthly,1830.16,Lapsed,AGT0010,Johor
POL0000618,PTP000181,Family Takaful - Education,Family,True,2024-03-11,2039-03-08,15,Monthly,1478.83,Lapsed,AGT0039,Labuan
POL0000619,PTP002104,Motor Takaful,General,False,2022-02-07,2042-02-02,20,Monthly,1208.1,Active,AGT0101,Johor
POL0000620,PTP001581,Family Takaful - Life Protection,Family,True,2022-04-12,2037-04-08,15,Annual,1935.43,Lapsed,AGT0091,Penang
POL0000621,PTP002161,Personal Accident Takaful,General,False,2024-12-17,2039-12-14,15,Monthly,1865.38,Cancelled,AGT0010,Kelantan
POL0000622,PTP001369,Medical & Health Takaful,Family,False,2022-10-19,2037-10-15,15,Monthly,983.33,Active,AGT0040,Labuan
POL0000623,PTP000642,Personal Accident Takaful,General,False,2021-01-08,2041-01-03,20,Semi-Annual,268.91,Active,AGT0050,Putrajaya
POL0000624,PTP000864,Family Takaful - Retirement,Family,True,2025-09-17,2035-09-15,10,Quarterly,84.6,Lapsed,AGT0008,Kedah
POL0000625,PTP000204,Personal Accident Takaful,General,False,2025-06-28,2045-06-23,20,Semi-Annual,914.72,Active,AGT0066,Terengganu
POL0000626,PTP001164,Motor Takaful,General,False,2023-04-18,2038-04-14,15,Monthly,949.83,Active,AGT0124,Melaka
POL0000627,PTP002312,Family Takaful - Education,Family,True,2025-11-16,2040-11-12,15,Annual,1077.37,Active,AGT0018,Pahang
POL0000628,PTP002013,Family Takaful - Education,Family,True,2021-12-11,2036-12-07,15,Annual,643.43,Active,AGT0094,Kelantan
POL0000629,PTP000849,Family Takaful - Retirement,Family,True,2023-10-17,2024-10-16,1,Annual,1032.37,Active,AGT0038,Selangor
POL0000630,PTP002949,Family Takaful - Education,Family,True,2022-07-06,2032-07-03,10,Semi-Annual,1082.05,Active,AGT0055,Kedah
POL0000631,PTP001924,Fire Takaful,General,False,2026-05-08,2041-05-04,15,Monthly,1599.47,Active,AGT0026,Kelantan
POL0000632,PTP002029,Fire Takaful,General,False,2026-05-25,2027-05-25,1,Quarterly,1204.21,Lapsed,AGT0028,Terengganu
POL0000633,PTP001160,Motor Takaful,General,False,2026-05-23,2031-05-22,5,Monthly,74.6,Active,AGT0015,Perak
POL0000634,PTP001536,Personal Accident Takaful,General,False,2024-04-03,2034-04-01,10,Monthly,676.44,Cancelled,AGT0076,Kuala Lumpur
POL0000635,PTP002078,Fire Takaful,General,False,2021-05-30,2041-05-25,20,Quarterly,1192.99,Active,AGT0127,Kelantan
POL0000636,PTP002585,Medical & Health Takaful,Family,False,2023-08-29,2043-08-24,20,Quarterly,1044.5,Active,AGT0025,Kelantan
POL0000637,PTP000879,Family Takaful - Education,Family,True,2023-04-09,2033-04-06,10,Quarterly,535.02,Lapsed,AGT0016,Selangor
POL0000638,PTP000123,Motor Takaful,General,False,2021-11-22,2031-11-20,10,Quarterly,485.63,Active,AGT0058,Selangor
POL0000639,PTP002015,Fire Takaful,General,False,2024-02-13,2025-02-12,1,Annual,903.48,Active,AGT0070,Perlis
POL0000640,PTP001588,Family Takaful - Life Protection,Family,True,2026-07-27,2031-07-26,5,Annual,750.49,Active,AGT0087,Perak
POL0000641,PTP001853,Personal Accident Takaful,General,False,2024-09-02,2039-08-30,15,Quarterly,158.59,Active,AGT0010,Perak
POL0000642,PTP000920,Family Takaful - Retirement,Family,True,2021-06-09,2031-06-07,10,Annual,795.37,Active,AGT0027,Sabah
POL0000643,PTP001473,Family Takaful - Education,Family,True,2025-02-20,2045-02-15,20,Monthly,1149.53,Lapsed,AGT0027,Sabah
POL0000644,PTP002077,Family Takaful - Education,Family,True,2024-10-11,2025-10-11,1,Annual,854.99,Active,AGT0139,Johor
POL0000645,PTP000737,Family Takaful - Life Protection,Family,True,2022-06-05,2037-06-01,15,Semi-Annual,1078.05,Lapsed,AGT0125,Kuala Lumpur
POL0000646,PTP002391,Motor Takaful,General,False,2025-04-13,2030-04-12,5,Semi-Annual,861.75,Active,AGT0101,Pahang
POL0000647,PTP002260,Personal Accident Takaful,General,False,2024-02-29,2034-02-26,10,Monthly,640.72,Active,AGT0067,Perak
POL0000648,PTP001029,Motor Takaful,General,False,2025-05-29,2030-05-28,5,Quarterly,1462.16,Matured,AGT0061,Putrajaya
POL0000649,PTP000315,Family Takaful - Retirement,Family,True,2025-02-12,2026-02-12,1,Monthly,491.41,Lapsed,AGT0029,Kuala Lumpur
POL0000650,PTP002849,Family Takaful - Life Protection,Family,True,2025-04-07,2040-04-03,15,Monthly,1281.03,Matured,AGT0032,Kedah
POL0000651,PTP002743,Motor Takaful,General,False,2025-08-02,2026-08-02,1,Monthly,797.31,Active,AGT0024,Johor
POL0000652,PTP000418,Personal Accident Takaful,General,False,2022-05-28,2032-05-25,10,Annual,1701.65,Cancelled,AGT0037,Negeri Sembilan
POL0000653,PTP002975,Medical & Health Takaful,Family,False,2025-08-04,2045-07-30,20,Quarterly,1126.81,Active,AGT0012,Kedah
POL0000654,PTP001073,Family Takaful - Education,Family,True,2024-02-25,2025-02-24,1,Monthly,436.11,Active,AGT0029,Johor
POL0000655,PTP001279,Family Takaful - Education,Family,True,2024-11-01,2025-11-01,1,Quarterly,1409.94,Active,AGT0030,Putrajaya
POL0000656,PTP002406,Fire Takaful,General,False,2021-01-10,2031-01-08,10,Monthly,658.05,Active,AGT0107,Selangor
POL0000657,PTP002346,Fire Takaful,General,False,2024-01-31,2025-01-30,1,Annual,1623.01,Active,AGT0076,Putrajaya
POL0000658,PTP002157,Family Takaful - Life Protection,Family,True,2021-10-11,2022-10-11,1,Semi-Annual,435.97,Lapsed,AGT0091,Kelantan
POL0000659,PTP001114,Family Takaful - Retirement,Family,True,2026-04-25,2031-04-24,5,Quarterly,1895.41,Active,AGT0121,Melaka
POL0000660,PTP000224,Medical & Health Takaful,Family,False,2024-01-02,2025-01-01,1,Annual,483.84,Active,AGT0149,Putrajaya
